Ninja Forms Contact Form — The Drag and Drop Form Builder for WordPress;https://ru.wordpress.org/plugins/ninja-forms/;Конструктор форм WordPress, удобный для новичков. Тащи-и-бросай поля формы, чтобы создать красивые профессиональные контактные формы…;800 000+ активных установок;6.4.4
The Events Calendar;https://ru.wordpress.org/plugins/the-events-calendar/;The Events Calendar: #1 calendar plugin for WordPress. Create/manage events (virtual too!) on your site…;700 000+ активных установок;6.5.2
MailPoet — Newsletters, Email Marketing, and Automation;https://ru.wordpress.org/plugins/mailpoet/;Отправляйте прекрасные рассылки из WordPress. Собирайте подписчиков с помощью форм подписки, автоматизируйте письма для WooCommerce,…;700 000+ активных установок;6.4.4
Spectra — WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;Усиление Gutenberg’а продвинутыми блоками, помогающими создавать сайты в кратчайшие сроки! Это первый плагин Gutenberg созданный…;700 000+ активных установок;6.5.2
Slider, Gallery, and Carousel by MetaSlider — Responsive WordPress Plugin;https://ru.wordpress.org/plugins/ml-slider/;Лучший плагин слайдера, галереи и карусели для WordPress. Отзывчивый и простой в использовании с изображениями,…;600 000+ активных установок;6.5.2
WP Shortcodes Plugin — Shortcodes Ultimate;https://ru.wordpress.org/plugins/shortcodes-ultimate/;Обширная коллекция визуальных компонентов для вашего сайта;600 000+ активных установок;6.5.2
WordPress Gallery Plugin — NextGEN Gallery;https://ru.wordpress.org/plugins/nextgen-gallery/;Самый популярный плагин WordPress для галерей и один из самых загружаемых плагинов за всю историю…;500 000+ активных установок;6.5.2
Forminator — Форма обратной связи, форма оплаты и произвольный конструктор форм;https://ru.wordpress.org/plugins/forminator/;Лучший плагин для создания форм WordPress. Создавайте контактные формы, формы оплаты и формы заказов с…;500 000+ активных установок;6.5.2
AMP;https://ru.wordpress.org/plugins/amp/;An easier path to great Page Experience for everyone. Powered by AMP.;400 000+ активных установок;6.5.2
CoBlocks — конструктор страниц Блоки Gutenberg;https://ru.wordpress.org/plugins/coblocks/;CoBlocks — это набор блоков WordPress для конструктора страниц для Gutenberg, с более чем 10…;400 000+ активных установок;6.5.2
Gutenberg Blocks by Kadence Blocks – Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;Пользовательские блоки для Gutenberg для расширения возможностей редактирования.;400 000+ активных установок;6.5.2
Formidable Forms — Contact Form Plugin, Survey, Quiz, Payment, Calculator Form & Custom Form Builder;https://ru.wordpress.org/plugins/formidable/;Самый продвинутый плагин для форм WordPress. Выйдите за рамки контактных форм с нашим конструктором форм…;300 000+ активных установок;6.5.2
Блоки Otter — блоки Gutenberg, конструктор страниц для редактора Gutenberg и FSE;https://ru.wordpress.org/plugins/otter-blocks/;Otter предлагает динамические блоки Gutenberg для Редактора блоков WordPress. Создавайте красивые записи и страницы, используя…;300 000+ активных установок;6.5.2
HubSpot — CRM, Email Marketing, Live Chat, Forms & Analytics;https://ru.wordpress.org/plugins/leadin/;The CRM, Sales, and Marketing WordPress plugin to grow your business better. Capture, organize, and…;300 000+ активных установок;6.4.4
Duplicate Post;https://ru.wordpress.org/plugins/copy-delete-posts/;Дублировать запись;300 000+ активных установок;6.4.4
Pretty Links — Affiliate Links, Link Branding, Link Tracking & Marketing Plugin;https://ru.wordpress.org/plugins/pretty-link/;🌠 The best WordPress link management, branding, tracking & sharing plugin. Easily make pretty &…;300 000+ активных установок;6.4.4
SEOPress — On-site SEO;https://ru.wordpress.org/plugins/wp-seopress/;SEOPress, простой, быстрый и мощный SEO плагин для WordPress. Повышение рейтинга в поисковых системах, полностью…;300 000+ активных установок;6.5.2
Members — Membership & User Role Editor Plugin;https://ru.wordpress.org/plugins/members/;Лучший плагин для управления пользователями WordPress и редактирования ролей пользователей. User Roles & Capabilities позволяет…;300 000+ активных установок;6.4.4
Popup Builder — Create highly converting, mobile friendly marketing popups.;https://ru.wordpress.org/plugins/popup-builder/;Увеличьте продажи и конверсию, определите круг потенциальных потребителей и получите хороший призыв к действию с…;200 000+ активных установок;6.5.2
Photo Gallery by 10Web — Mobile-Friendly Image Gallery;https://ru.wordpress.org/plugins/photo-gallery/;Photo Gallery — это мощный плагин галереи изображений со списком расширенных параметров для создания адаптивных…;200 000+ активных установок;6.5.2
Orbit Fox от ThemeIsle;https://ru.wordpress.org/plugins/themeisle-companion/;Этот плагин швейцарский нож, поставляется с качественной библиотекой шаблонов, модулями меню/значков общего доступа, блоками Gutenberg…;200 000+ активных установок;6.5.2
Fonts Plugin | Google Fonts Typography;https://ru.wordpress.org/plugins/olympus-google-fonts/;Самый простой в использовании плагин Google Fonts. Кодирования не требуется. Оптимизирован для скорости. Более 1000…;200 000+ активных установок;6.5.2
Burst Statistics — Privacy-Friendly Analytics for WordPress;https://ru.wordpress.org/plugins/burst-statistics/;Self-hosted and privacy-friendly analytics for WordPress.;200 000+ активных установок;6.5.2
Smash Balloon Social Post Feed;https://ru.wordpress.org/plugins/custom-facebook-feed/;"Formerly ""Custom Facebook Feed"". Display completely customizable Facebook feeds of a Facebook page. Supports Facebook…";200 000+ активных установок;6.5.2
YouTube WordPress Plugin by Embed Plus;https://ru.wordpress.org/plugins/youtube-embed-plus/;Плагин YouTube Embed. Вставьте адаптивное видео, галерею каналов YouTube, галерею плейлистов, прямую трансляцию на YouTube.…;100 000+ активных установок;6.5.2
Best WordPress Gallery Plugin – FooGallery;https://ru.wordpress.org/plugins/foogallery/;Лучший плагин галереи WordPress. Создавайте потрясающие галереи за считанные минуты с расширенными настройками для полной…;100 000+ активных установок;6.4.4
Layout Grid Block;https://ru.wordpress.org/plugins/layout-grid/;Контейнерный блок Gutenberg позволяет единообразно выравнивать элементы по глобальной сетке.;100 000+ активных установок;6.2.5
Gallery Plugin for WordPress — Envira Photo Gallery;https://ru.wordpress.org/plugins/envira-gallery-lite/;Галерея Envira самый быстрый, самый простой в использовании плагин WordPress галереи изображений. Lightbox с Drag…;100 000+ активных установок;6.5.2
Custom Twitter Feeds — A Tweets Widget or X Feed Widget;https://ru.wordpress.org/plugins/custom-twitter-feeds/;Display X posts (Twitter tweets) from any public user account in a clean, attractive looking…;100 000+ активных установок;6.5.2
Web Stories;https://ru.wordpress.org/plugins/web-stories/;Web Stories — это визуальные истории для вашего сайта с быстрой загрузкой и полноэкранным режимом,…;100 000+ активных установок;6.5.2
Essential Blocks – Page Builder Gutenberg Blocks, Patterns & Templates;https://ru.wordpress.org/plugins/essential-blocks/;The Essential Blocks Library for WordPress Gutenberg Editor.;100 000+ активных установок;6.5.2
GiveWP — Платформа для пожертвований и фандрайзинга;https://ru.wordpress.org/plugins/give/;Принимайте пожертвования и начинайте сбор средств с помощью GiveWP, плагина для пожертвований WordPress с самым…;100 000+ активных установок;6.5.2
Social Icons Widget & Block by WPZOOM;https://ru.wordpress.org/plugins/social-icons-widget-by-wpzoom/;Quickly add icons with links to your profiles from different social networks and sites! Social…;100 000+ активных установок;6.5.2
Schema & Structured Data for WP & AMP;https://ru.wordpress.org/plugins/schema-and-structured-data-for-wp/;Schema & Structured Data for WP & AMP adds Google Rich Snippets markup according to…;100 000+ активных установок;6.5.2
Pods — Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;Pods — это платформа для создания, управления и развертывания настраиваемых типов контента и полей для…;100 000+ активных установок;6.5.2
LuckyWP Table of Contents;https://ru.wordpress.org/plugins/luckywp-table-of-contents/;Создаёт SEO-дружественное содержание для ваших постов/страниц. Работает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;100 000+ активных установок;5.9.9
Hustle — Email Marketing, Lead Generation, Optins, Popups;https://ru.wordpress.org/plugins/wordpress-popup/;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads with…;100 000+ активных установок;6.4.4
Genesis Blocks;https://ru.wordpress.org/plugins/genesis-blocks/;A collection of content blocks, sections, & full-page layouts for the block editor.;100 000+ активных установок;6.5.2
Feeds for YouTube (плагин для видео, канала и галереи YouTube);https://ru.wordpress.org/plugins/feeds-for-youtube/;Плагин Feeds for YouTube позволяет отображать настраиваемые ленты YouTube с любого канала YouTube.;100 000+ активных установок;6.5.2
Paid Memberships Pro — Content Restriction, User Registration, & Paid Subscriptions;https://ru.wordpress.org/plugins/paid-memberships-pro/;Build a membership site that grows with you: user registration, member profiles, 28 protected content…;90 000+ активных установок;6.5.2
EmbedPress – Embed PDF, Google Docs, Vimeo, Wistia, Embed YouTube Videos, Audios, Maps & Embed Any Documents in Gutenberg & Elementor;https://ru.wordpress.org/plugins/embedpress/;EmbedPress lets you embed videos, images, posts, upload PDFs & other 150+ types of content…;90 000+ активных установок;6.5.2
Event Tickets and Registration;https://ru.wordpress.org/plugins/event-tickets/;Event Tickets позволяет вашим посетителям регистрироваться и покупать билеты на мероприятия на вашем сайте. Также…;80 000+ активных установок;6.5.2
Easy Forms for Mailchimp;https://ru.wordpress.org/plugins/yikes-inc-easy-mailchimp-extender/;The ultimate Mailchimp WordPress plugin. Easily build unlimited forms for your Mailchimp lists, add them…;80 000+ активных установок;6.4.4
User Profile Picture;https://ru.wordpress.org/plugins/metronet-profile-picture/;Установите пользовательское изображение профиля (аватар) для пользователя с помощью стандартного инструмента загрузки мультимедиа WordPress.;60 000+ активных установок;6.3.4
Site Reviews;https://ru.wordpress.org/plugins/site-reviews/;Site Reviews is a complete review management solution for your website that is designed to…;60 000+ активных установок;6.4.4
Getwid — Gutenberg блоки;https://ru.wordpress.org/plugins/getwid/;40+ Gutenberg блока плюс множество готовых бесплатных шаблонов для редактора блоков WordPress.;60 000+ активных установок;6.4.4
Form Maker by 10Web — Удобный для мобильных устройств конструктор контактных форм с перетаскиванием;https://ru.wordpress.org/plugins/form-maker/;Form Maker — это удобный конструктор контактных форм, который позволяет создавать формы для любых целей,…;60 000+ активных установок;6.4.4
WP Booking Calendar;https://ru.wordpress.org/plugins/booking/;"Original ""Booking Calendar"" plugin. Easily manage full-day bookings, time-slot appointments, or events in our all-in-one,…";60 000+ активных установок;6.5.2
Calculated Fields Form;https://ru.wordpress.org/plugins/calculated-fields-form/;The CFF plugin allows you to create both simple and professional forms. Its form builder…;50 000+ активных установок;6.5.2
Ultimate Blocks — Плагин блоков WordPress;https://ru.wordpress.org/plugins/ultimate-blocks/;Create Better Content With The Block Editor. Custom Blocks for Bloggers and Content Marketers.;50 000+ активных установок;6.5.2
User Profile Builder — Beautiful User Registration Forms, User Profiles & User Role Editor;https://ru.wordpress.org/plugins/profile-builder/;Powerful user profile plugin to create front-end user registration forms, login & user profile forms.…;50 000+ активных установок;6.5.2
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;Простой и удобный плагин рецептов для всех. Автоматические метаданные JSON-LD метаданные для еды и рецептов…;50 000+ активных установок;6.5.2
RSS Aggregator by Feedzy – Feed to Post, Autoblogging, News & YouTube Video Feeds Aggregator;https://ru.wordpress.org/plugins/feedzy-rss-feeds/;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import RSS & display…;50 000+ активных установок;6.5.2
Photo Gallery, Images, Slider in Rbs Image Gallery;https://ru.wordpress.org/plugins/robo-gallery/;Rbs Image Gallery — расширенный плагин для создания адаптивной фотогалереи. Гибкие инструменты управления изображениями галереи.…;50 000+ активных установок;6.5.2
Slider by Soliloquy — Responsive Image Slider for WordPress;https://ru.wordpress.org/plugins/soliloquy-lite/;The best WordPress slider plugin. Drag & Drop responsive slider builder that helps you create…;40 000+ активных установок;6.5.2
ConvertKit — Email Newsletter, Email Marketing, Subscribers and Landing Pages;https://ru.wordpress.org/plugins/convertkit/;"ConvertKit makes it easy to create, send and manage your email marketing campaigns; grow your…";40 000+ активных установок;6.5.2
Gutentor — Gutenberg Blocks — Page Builder for Gutenberg Editor;https://ru.wordpress.org/plugins/gutentor/;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website using…;40 000+ активных установок;6.5.2
Qi Blocks;https://ru.wordpress.org/plugins/qi-blocks/;Qi Blocks is the largest collection of Gutenberg blocks developed by Qode Interactive.;40 000+ активных установок;6.5.2
Advanced Responsive Video Embedder (Rumble, YouTube, Vimeo, HTML5 Video …);https://ru.wordpress.org/plugins/advanced-responsive-video-embedder/;Easy video embeds via URLs or shortcodes or Blocks. Perfect drop-in replacement for WordPress' default…;40 000+ активных установок;6.5.2
Post Grid Gutenberg Blocks and WordPress News Plugin — PostX;https://ru.wordpress.org/plugins/ultimate-post/;PostX is the #1 WordPress News Magazine Plugin to create any kind of News, Magazine,…;40 000+ активных установок;6.5.2
Timetable and Event Schedule by MotoPress;https://ru.wordpress.org/plugins/mp-timetable/;Умный организатор и тайм-менеджмент инструмент с чистым минималистичным дизайном для вывода расписаний предстоящих событий.;30 000+ активных установок;6.4.4
ThirstyAffiliates — Affiliate Links, Link Branding, Link Tracking & Marketing Plugin;https://ru.wordpress.org/plugins/thirstyaffiliates/;🔗 Affiliate link management & cloaker tool. Easily manage, shrink and track your affiliate links…;30 000+ активных установок;6.4.4
Constant Contact Forms;https://ru.wordpress.org/plugins/constant-contact-forms/;Официальный плагин Constant Contact добавляет на ваш сайт WordPress контактную форму для быстрого сбора информации…;30 000+ активных установок;6.5.2
Uncanny Toolkit for LearnDash;https://ru.wordpress.org/plugins/uncanny-learndash-toolkit/;Extend LearnDash with a variety of useful functions that make it even easier to build…;30 000+ активных установок;6.4.4
Visualizer: Tables and Charts Manager for WordPress;https://ru.wordpress.org/plugins/visualizer/;Простой и мощный плагин диаграмм WordPress для создания адаптивных диаграмм и таблиц и встраивания их…;30 000+ активных установок;6.5.2
Form builder to get in touch with visitors, grow your email list and collect payments — Happyforms;https://ru.wordpress.org/plugins/happyforms/;Contact form, newsletter form and payment form builder without the sucky stuff — lost emails,…;30 000+ активных установок;6.4.4
Accept Stripe Payments;https://ru.wordpress.org/plugins/stripe-payments/;Easily accept payments on your WordPress site via Stripe payment gateway.;30 000+ активных установок;6.5.2
Gallery Blocks with Lightbox. Image Gallery, (HTML5 video , YouTube, Vimeo) Video Gallery and Lightbox for native gallery;https://ru.wordpress.org/plugins/simply-gallery-block/;Два в одном. Блоки галереи Gutenberg (Masonry, Justified, Slider, Carousel, Grid) и настраиваемый лайтбокс.;30 000+ активных установок;6.4.4
Gutenberg Blocks — PublishPress Blocks Gutenberg Editor Plugin;https://ru.wordpress.org/plugins/advanced-gutenberg/;PublishPress Blocks include accordions, galleries, sliders, tabs, maps and more. Plus it has the best…;30 000+ активных установок;6.5.2
Portfolio Gallery — Плагин галереи изображений;https://ru.wordpress.org/plugins/portfolio-filter-gallery/;Portfolio gallery имеет отдельную страницу категорий и удобный интерфейс. Витрина портфолио, изображения, видео, галерея.;30 000+ активных установок;6.4.4
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;10Web;30 000+ активных установок;5.0.21
Slider by 10Web — Responsive Image Slider;https://ru.wordpress.org/plugins/slider-wd/;Slider by 10Web plugin is the perfect slider solution for Wordpress.;30 000+ активных установок;5.8.9
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
SyntaxHighlighter Evolved;https://ru.wordpress.org/plugins/syntaxhighlighter/;Easily post syntax-highlighted code to your site without having to modify the code at all.…;20 000+ активных установок;6.4.4
Superb Addons — WordPress Editor Blocks & Patterns and Elementor Sections & Elements;https://ru.wordpress.org/plugins/superb-blocks/;Supercharge your website and unlock new WordPress editor features, advanced custom CSS, patterns, blocks, themes…;20 000+ активных установок;6.5.2
Cool Timeline (Horizontal & Vertical Timeline);https://ru.wordpress.org/plugins/cool-timeline/;Showcase your story or company history, events, and roadmap in a precise and elegant way…;20 000+ активных установок;6.5.2
Ecwid Ecommerce Shopping Cart;https://ru.wordpress.org/plugins/ecwid-shopping-cart/;Powerful, easy to use ecommerce shopping cart for WordPress. Продажи в соцсетях. iPhone & Android…;20 000+ активных установок;6.5.2
Блок карт для Google Maps;https://ru.wordpress.org/plugins/map-block-gutenberg/;Блок карт для редактора Gutenberg работает на Google Maps. Просто. Быстро. Ничего лишнего. Просто блок…;20 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Appointment Hour Booking — Плагин WordPress бронирования;https://ru.wordpress.org/plugins/appointment-hour-booking/;Appointment Hour Booking — это плагин для создания форм бронирования встреч с указанием времени начала…;20 000+ активных установок;6.5.2
WP Map Block — блок карты Gutenberg для Google Map и OpenStreetMap;https://ru.wordpress.org/plugins/wp-map-block/;Для запуска Google Maps и OpenStreetMap ключ API не требуется.;20 000+ активных установок;6.4.4
Embed PDF Viewer;https://ru.wordpress.org/plugins/embed-pdf-viewer/;Вставьте PDF-файл из библиотеки мультимедиа или из другого источника с помощью oEmbed или в виде…;20 000+ активных установок;6.3.4
WP User Frontend — Registration, User Profile, Membership, Content Restriction, User Directory, and Frontend Post Submission Plugin;https://ru.wordpress.org/plugins/wp-user-frontend/;Get frontend post, content access & restriction, user login & registration, subscription & membership, form…;20 000+ активных установок;6.4.4
Snow Monkey Editor;https://ru.wordpress.org/plugins/snow-monkey-editor/;The Snow Monkey Editor is a plugin that extends the block editor.;20 000+ активных установок;6.5.2
Toolkit for Block Theme (Starter Templates, Portfolio, Gutenberg Blocks, Patterns) – Twentig;https://ru.wordpress.org/plugins/twentig/;Create your website with starter templates, portfolio features, enhanced Gutenberg blocks & patterns. Boost Twenty…;20 000+ активных установок;6.5.2
All-in-One Video Gallery;https://ru.wordpress.org/plugins/all-in-one-video-gallery/;An ultimate video player and video gallery plugin – no coding required. Suitable for YouTubers,…;20 000+ активных установок;6.5.2
The Events Calendar Shortcode & Block;https://ru.wordpress.org/plugins/the-events-calendar-shortcode/;Add shortcode and block functionality to The Events Calendar Plugin, so you can easily list…;20 000+ активных установок;6.5.2
WPZOOM Portfolio Lite — Filterable Portfolio Plugin;https://ru.wordpress.org/plugins/wpzoom-portfolio/;The ultimate solution for creatives, designers, photographers, and businesses looking to showcase their work in…;20 000+ активных установок;6.5.2
YASR — Yet Another Star Rating Plugin for WordPress;https://ru.wordpress.org/plugins/yet-another-stars-rating/;Boost the way people interact with your site with an easy WordPress stars rating system!…;20 000+ активных установок;6.5.2
Page View Count;https://ru.wordpress.org/plugins/page-views-count/;Places an icon, all time views count and views today count at the bottom of…;20 000+ активных установок;6.5.2
WP Meta SEO;https://ru.wordpress.org/plugins/wp-meta-seo/;WP Meta SEO gives you the control over all your SEO optimization. Bulk SEO content…;20 000+ активных установок;6.5.2
Advanced Sidebar Menu;https://ru.wordpress.org/plugins/advanced-sidebar-menu/;Fully automatic sidebar menus.;20 000+ активных установок;6.5.2
10Web Social Post Feed;https://ru.wordpress.org/plugins/wd-facebook-feed/;"Formerly ""10Web Facebook Feed"". 10Web Social Feed is the ultimate plugin to display custom Facebook…";20 000+ активных установок;5.0.21
Reusable Blocks Extended;https://ru.wordpress.org/plugins/reusable-blocks-extended/;Расширьте функционал многоразовых блоков Gutenberg с помощью полноценной панели администратора, виджетов, шорткодов и функций PHP.;20 000+ активных установок;6.4.4
UsersWP — Front-end login form, User Registration, User Profile & Members Directory plugin for WordPress;https://ru.wordpress.org/plugins/userswp/;Light weight Front-end login form, User Registration, User Profile and Members Directory plugin.;10 000+ активных установок;6.5.2
Pricing Tables WordPress Plugin — Easy Pricing Tables;https://ru.wordpress.org/plugins/easy-pricing-tables/;Pricing Table Plugin — Easy Pricing Tables Lets You Create A Beautiful, Responsive Pricing Table…;10 000+ активных установок;6.5.2
Photonic Gallery & Lightbox for Flickr, SmugMug, Google Photos & Others;https://ru.wordpress.org/plugins/photonic/;Galleries on steroids! A stylish lightbox & gallery plugin for WP, Flickr, SmugMug, Google Photos…;10 000+ активных установок;6.4.4
WordPress Slider Block Gutenslider;https://ru.wordpress.org/plugins/gutenslider/;Плагин слайдера для Гутенберг. Создайте слайдер изображений, слайдер видео, полноэкранный слайдер с помощью этого мощного…;10 000+ активных установок;6.4.4
Highlighting Code Block;https://ru.wordpress.org/plugins/highlighting-code-block/;Добавьте блок кода с подсветкой синтаксиса с помощью prism.js. (Доступно для Gutenberg и Classic Editor);10 000+ активных установок;6.4.4
Events Shortcodes For The Events Calendar;https://ru.wordpress.org/plugins/template-events-calendar/;Easily add The Events Calendar shortcode or Gutenberg event block on any page and show…;10 000+ активных установок;6.5.2
GeoDirectory — WordPress Business Directory Plugin, or Classified Directory;https://ru.wordpress.org/plugins/geodirectory/;N1 WordPress Business Directory Plugin to create a Local Business Directory, Classified Ads Directory, or…;10 000+ активных установок;6.5.2
GamiPress — The #1 gamification plugin to reward points, achievements, badges & ranks in WordPress;https://ru.wordpress.org/plugins/gamipress/;Boost your gamification marketing & reward your users with points, achievements, badges & ranks to…;10 000+ активных установок;6.5.2
Five Star Restaurant Reservations — WordPress Booking Plugin;https://ru.wordpress.org/plugins/restaurant-reservations/;Restaurant reservations made easy. Accept bookings online. Quickly confirm or reject reservations, send email notifications,…;10 000+ активных установок;6.5.2
Paid Membership Subscriptions — Effortless Memberships, Recurring Payments & Content Restriction;https://ru.wordpress.org/plugins/paid-member-subscriptions/;Feature-packed membership plugin for creating subscription plans, adding recurring payments & content restriction on your…;10 000+ активных установок;6.5.2
Directorist — WordPress Business Directory Plugin with Classified Ads Listings;https://ru.wordpress.org/plugins/directorist/;The Best WordPress Directory Plugin to Create Business Directory, Job Listings, Classified Ads, Booking Directory,…;10 000+ активных установок;6.5.2
WP VR — конструктор 360 панорам и виртуальных туров для WordPress;https://ru.wordpress.org/plugins/wpvr/;Let your visitors take a virtual tour of your place & make them excited. Impress…;10 000+ активных установок;6.5.2
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Отображать полностью настраиваемый предварительный просмотр визуальной ссылки для любой внутренней или внешней ссылки.;10 000+ активных установок;6.5.2
Carousel Slider Block for Gutenberg;https://ru.wordpress.org/plugins/carousel-block/;A responsive carousel slider for the Gutenberg editor that supports adding any blocks to slides.;10 000+ активных установок;6.4.4
Qubely — расширенные блоки Gutenberg;https://ru.wordpress.org/plugins/qubely/;Готовые блоки и разделы Gutenberg с широкими возможностями настройки. Улучшите редактор Gutenberg с помощью простого…;10 000+ активных установок;6.4.4
BookingPress — Appointment Booking Calendar Plugin and Online Scheduling Plugin;https://ru.wordpress.org/plugins/bookingpress-appointment-booking/;Book appointments, create booking, and pay online with BookingPress. Easily create appointments, manage time, and…;10 000+ активных установок;6.4.4
HivePress — Плагин WordPress для бизнес-каталогов и досок объявлений;https://ru.wordpress.org/plugins/hivepress/;Простой, но мощный плагин для создания бизнес-каталога, доски объявлений, сайта по поиску работы, недвижимости или…;10 000+ активных установок;6.3.4
Timeline Express;https://ru.wordpress.org/plugins/timeline-express/;Timeline Express creates a beautiful vertical animated and responsive timeline of posts, in chronological order.;10 000+ активных установок;6.2.5
LIQUID SPEECH BALLOON;https://ru.wordpress.org/plugins/liquid-speech-balloon/;Create a talk style (吹き出し) design in the block editor.;10 000+ активных установок;6.5.2
Contact Form Email;https://ru.wordpress.org/plugins/contact-form-to-email/;Contact form with visual form builder. Contact form that sends the data to email, to…;10 000+ активных установок;6.5.2
Countdown, Coming Soon, Maintenance — Countdown & Clock;https://ru.wordpress.org/plugins/countdown-builder/;Countdown builder — Customizable Countdown Timer;10 000+ активных установок;6.5.2
Bootstrap Blocks;https://ru.wordpress.org/plugins/wp-bootstrap-blocks/;Bootstrap Gutenberg Blocks for WordPress. This plugin adds Bootstrap components and layout options as Gutenberg…;10 000+ активных установок;6.4.4
Elementor Blocks for Gutenberg;https://ru.wordpress.org/plugins/block-builder/;Elementor Blocks for Gutenberg, официально созданный Elementor Page Builder, позволяет легко вставить любой шаблон Elementor…;10 000+ активных установок;6.5.2
Hotel Booking Lite;https://ru.wordpress.org/plugins/motopress-hotel-booking-lite/;The #1 Hotel Booking and Vacation Rental Plugin for WordPress. Online payments, seasons, rates, free…;10 000+ активных установок;6.4.4
Countdown Timer — Widget Countdown;https://ru.wordpress.org/plugins/widget-countdown/;Таймер обратного отсчета это приятный инструмент для создания и вставки таймеров в ваши статьи/страницы и…;10 000+ активных установок;6.5.2
Better Click To Tweet;https://ru.wordpress.org/plugins/better-click-to-tweet/;Insert click to tweet boxes into your posts, simply and securely. Gutenberg/WordPress 5.X+ block included.;10 000+ активных установок;6.2.5
WP Tabs — Responsive Tabs Plugin for WordPress;https://ru.wordpress.org/plugins/wp-expand-tabs-free/;WP Tabs is the most user-friendly, highly customizable, responsive WordPress tabs plugin to display your…;10 000+ активных установок;6.5.2
Podcast Player — Your Podcasting Companion;https://ru.wordpress.org/plugins/podcast-player/;Showcase your podcast only using podcasting feed url. Use widget, shortcode or editor block to…;10 000+ активных установок;6.5.2
FAQ / Accordion / Docs – Helpie WordPress FAQ Accordion plugin;https://ru.wordpress.org/plugins/helpie-faq/;Accordion , FAQ & Docs builder with Drag and Drop features. Helpie Accordion FAQ plugin…;10 000+ активных установок;6.4.4
Auto Amazon Links — Amazon Associates Affiliate Plugin;https://ru.wordpress.org/plugins/amazon-auto-links/;Generates Amazon affiliate links of products just coming out today. Pick categories and they appear…;10 000+ активных установок;6.4.4
